,Unnamed: 0,44089,CLG_RD,GT_RD,GT_SD,CLG,NF
0,0,Logl_mean,-6.122097674666838,-5.0155993,-5.068370342254639,-6.211361627714687,-5.265333941241453
1,1,Logl_std,0.23523479710760026,0.1391756,0.0,0.25114713913118797,0.03367035042287714
2,2,LoglStd_mean,8.716136971458214,6.6785164,1.5581908226013184,7.913140653492836,1.817923123195064
3,3,LoglStd_std,7.499403184727189,3.383303,0.0,7.955515285696071,0.05953965355813386
4,4,Brier_mean,0.24313193230144892,0.23991219014073345,0.21442636010590255,0.24568987667379144,0.23261870492662268
5,5,Brier_std,0.003470352403307725,0.004376890407609308,0.0,0.004432346303583088,0.004117338440406666
6,6,AUC_mean,0.6228301805294102,0.6454104424040226,0.708728636897676,0.6122956621464672,0.6511998467114007
7,7,AUC_std,0.013768013768565414,0.01284813503075181,0.0,0.01353883926900356,0.014018025375369265
8,8,Time_mean,11.683098602294923,0.005540871620178222,0.0,21.350674271583557,207.96483528614044
9,9,Time_std,0.31794011866228833,0.00034999159515777264,0.0,7.303848868824544,51.46152903059624
10,10,params,BIC,"{'bandwidth': 0.21544346900318834, 'kernel': 'gaussian'}","{'bandwidth': 0.21544346900318834, 'kernel': 'gaussian'}",BIC,"{'lr': 0.002108327948258168, 'weight_decay': 0.005023312823154691, 'hidden_units': 6, 'layers': 3, 'n_flows': 7, 'sam_noise': 0.0868774792364973, 'split_dim': 2, 'batch_size': 558, 'steps': 500, 'perms_instantiation': [tensor([2, 0, 1, 3]), tensor([3, 2, 0, 1]), tensor([1, 3, 0, 2]), tensor([1, 2, 3, 0]), tensor([3, 1, 2, 0]), tensor([2, 1, 3, 0]), tensor([2, 1, 3, 0])], 'Actual_steps': 386.9}"
