,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
11841,1.0725564281916702,0.8344721500937856,0.5850832942094428,0.4706268986512996,0.6893115424247678,0.7451961980477672,-0.4992336170916071,0.01089551875351863,1.0623008800422056,-0.3799382065957169,0
19602,0.546424203599337,-0.4872442979367699,0.7984799382755359,1.043157471095975,-0.9882058039260606,-1.1006110385394363,0.9814768840459537,-0.5923971751943927,-1.4855060751431084,-0.8762886842368772,0
45519,0.047150848982498626,1.1876478770317118,0.5134085616077347,-0.5210790208216554,-0.4057516752266736,-0.9060930016515816,-1.3902861684874537,-0.982569853473557,0.6264040440106111,-0.5705090906941032,1
25747,1.2977007492135049,0.514748091007004,-0.3415301715447519,0.31308100785558046,-1.0830538936638388,-1.3700520692698106,0.0028817596999758943,1.3979618581558897,1.0279877384792402,0.34649464980988226,1
42642,1.154374461825892,-0.40137216301289935,-0.4985751387101611,-0.7052989664872498,-0.45654506744893475,-1.1783602794597845,1.2021467666804044,-0.09162603722055424,-1.0649085348666858,1.5011139566962055,1
31902,-1.0567267130682831,0.9490766992481025,0.5061638781509276,-0.9418856120583637,-0.4904193901863799,-0.8203828294154567,-1.0291529490364064,1.4958698350602146,0.9762381923147972,0.03305951340255993,1
30346,-0.06924328721581366,0.30064448644779657,-1.6588100424412193,-0.040835442313125664,0.2967108133085644,-0.6178979264484233,0.5721885614995861,0.8200575130398478,0.11406866229712126,0.12259704617564174,1
12363,-3.621121958558016e-05,1.8524668028839748,1.6380503101598252,-0.7755133071542739,0.012254352788995948,-1.1413034834867206,-1.622155283702647,-2.2952744183837632,0.08850254142274824,0.018662089124378223,0
32490,0.28365704599067904,-0.48948006846885833,0.9162223542692901,1.3542773038644447,2.0483901899416397,-1.2354410822499267,1.5182720014743971,-0.7070492178757185,-1.3161759430779247,-0.6091637448152734,1
26128,0.5688087991757096,-0.8503843544071965,-0.15575887480669148,-0.23631989151471208,-0.4829617591803464,2.2176676994797138,0.4307810014614131,-0.1488208364281522,-0.4078299426986532,3.1803600587832777,1
14227,-1.7386679741178173,1.5298600860443201,-0.28216626960826596,-0.07296830498994074,1.1425379908783642,-0.7668758581209097,-1.20552741020522,0.5775749237047976,0.8919046960299315,-1.3377099766377667,0
26376,-0.25977952360621,2.25330557533906,-0.7613919411661965,0.6092735778226324,-0.3622357234978933,-0.5698749538110135,-0.3286868745420287,-0.015251724148652984,0.320004737535903,0.7227978611153469,1
44173,-0.047687605973788016,-1.0210843809269972,-1.8769167762826586,0.9741309719153438,1.1783612555932612,2.073406753642171,0.537476774556788,0.3878157003970289,0.13000474007205234,-0.2819416516517038,1
12968,-3.5128336989125772,1.2953304084318793,1.496142746042658,-1.2352021091517718,-0.644610390270203,-1.2205864172892877,-1.85565634718391,-0.6965952585383395,0.5188085474601669,-0.5273372829376362,0
32104,0.17083736232118135,-0.546061032809535,-0.6952806276053931,2.648599959232417,1.289338151715831,2.3639455760293595,0.8353508693954144,0.3740296869044653,-0.20211075548744512,2.383534725623035,1
17844,-2.2179580789053714,-1.1605706289534834,2.745313706552113,0.21154077633708268,0.41337536148093784,-0.4891181047982128,-0.15092910511006685,-4.094549880489042,-1.9341625244053315,-0.5668593917086205,0
43460,1.1170154008064694,0.41644742590915956,-0.6191761891753605,0.6490380205433266,0.47009317333507744,2.051844144542019,0.45449755617726634,0.612402690930796,-0.11035251787606168,0.598597584352305,1
8369,-1.18555273426414,-0.13541029159073864,-1.2530412676571927,-0.5809496058517429,-0.7528663254679513,-0.8762771922464715,0.5241802253169244,0.7755104498876615,-0.632256352733605,-0.015293139079166851,0
15055,0.30536106133041147,-0.4400498938561638,-0.6659903480397433,-0.13877090674598225,0.05897870402995459,1.4241233459757405,0.8209131418752823,0.4229893475201084,-0.24061911101791789,-0.6538829107765384,0
6338,0.48804834458857466,1.309463112895057,-0.0681433887590969,0.4582353438218384,0.225519045019048,-1.2088472767546454,-1.1935151226069385,-0.006150525710515137,0.7702424424665623,-0.6295801790690565,0
15301,0.41615543303062347,-0.21497449376065136,-1.560598129357462,-0.4266040180833027,-0.44748300502246174,0.6275150119073577,0.5502725793832765,0.8265182018862375,-0.05860490822422215,0.04593616253251376,0
46250,0.7732245361744593,2.144376601749763,0.2577402511385698,1.5005769396208548,0.6077842683855704,0.7185158999004094,-1.295544704595844,-0.15868241570127023,0.8667475163764293,-0.7821665363829287,1
