,Unnamed: 0,44121,CLG_RD,GT_RD,GT_SD,CLG,NF
0,0,Logl_mean,-12.082188250974252,-8.521692,-9.48547649383545,-13.227582262962267,-10.680952806480931
1,1,Logl_std,0.3507303532790502,0.050977953,0.0,0.04694553622882407,0.03742141351991463
2,2,LoglStd_mean,5.237344789689973,4.0312777,2.024972438812256,2.9219822835213534,2.3648700401994143
3,3,LoglStd_std,2.2723175812093883,0.30188525,0.0,0.07669563543046341,0.10257855784935196
4,4,Brier_mean,0.20284895331887304,0.15733502028938104,0.09005742134220797,0.20855897468221415,0.16843658826284508
5,5,Brier_std,0.003336268356269072,0.0032307450328496975,0.0,0.002157022550143968,0.0018236737925356752
6,6,AUC_mean,0.7583925157952136,0.8601005467688229,0.9503303542438624,0.737724937816426,0.8309790754353601
7,7,AUC_std,0.006800229208698937,0.00478116958219853,0.0,0.005792578682062137,0.003615284261843045
8,8,Time_mean,126.12296466827392,0.008310270309448243,0.0,185.37943329811097,408.9013624191284
9,9,Time_std,36.2208793102601,0.005423054737457032,0.0,7.715531073070828,6.835171591195024
10,10,params,BIC,"{'bandwidth': 0.2782559402207124, 'kernel': 'gaussian'}","{'bandwidth': 0.2782559402207124, 'kernel': 'gaussian'}",BIC,"{'lr': 0.001792664930473161, 'weight_decay': 0.008003408579507714, 'hidden_units': 10, 'layers': 3, 'n_flows': 7, 'sam_noise': 0.1403304255742169, 'split_dim': 5, 'batch_size': 1667, 'steps': 500, 'perms_instantiation': [tensor([5, 9, 6, 2, 0, 7, 3, 4, 1, 8]), tensor([4, 2, 5, 0, 1, 7, 3, 9, 8, 6]), tensor([4, 0, 9, 8, 1, 6, 7, 2, 3, 5]), tensor([5, 2, 8, 6, 0, 1, 9, 4, 7, 3]), tensor([2, 7, 4, 8, 0, 6, 9, 5, 3, 1]), tensor([6, 1, 8, 7, 2, 5, 4, 3, 9, 0]), tensor([8, 1, 7, 3, 5, 0, 9, 6, 4, 2])], 'Actual_steps': 448.8}"
