,"{'eta_crossover': 10, 'eta_mutation': 30, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 30, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 40, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 40, 'selection_type': 'ran'}","{'eta_crossover': 10, 'eta_mutation': 50, 'selection_type': 'tourn'}","{'eta_crossover': 10, 'eta_mutation': 50, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 30, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 30, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 40, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 40, 'selection_type': 'ran'}","{'eta_crossover': 15, 'eta_mutation': 50, 'selection_type': 'tourn'}","{'eta_crossover': 15, 'eta_mutation': 50, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 30, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 30, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 40, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 40, 'selection_type': 'ran'}","{'eta_crossover': 20, 'eta_mutation': 50, 'selection_type': 'tourn'}","{'eta_crossover': 20, 'eta_mutation': 50, 'selection_type': 'ran'}"
0,22.00021733541606,21.971148501159647,21.95853757889905,21.963083272665806,21.97072067034357,21.95634677172181,21.971213370060035,21.961703156890508,21.956753081445665,21.954597865245436,21.962086603385963,21.954630174527328,21.961390578568107,21.96072177952556,21.962004302013632,21.961699308825605,21.960500480451742,22.003438709467396
1,21.92744876779222,21.97393069763182,21.964740297593885,21.94398820977913,21.968145943524547,22.031269863067877,21.959344273072734,22.006099568549047,21.9771056781242,21.95774867580277,21.95107948761192,21.955018065717287,22.0691402099738,22.007876109687665,22.05615140701872,21.952439303138288,21.971524692693546,21.96808016791157
2,22.275817848554635,22.08347490042358,22.010630373754502,22.017426854568367,21.988286323737473,22.01475927120995,22.226691826980918,21.94415015683815,22.177334890963184,21.962461850453437,22.130706631554194,21.975273849882083,22.02596613042434,22.079351379584647,22.389145531546646,22.09404342349008,22.057836255476275,22.021277842826272
3,22.161158001350096,22.42937801125809,22.232290686685225,22.420392680492196,22.133593881544154,22.338164602088828,22.37569719715391,22.49032388698218,22.471555747500346,22.30230334055264,22.20152200799698,22.22105992312731,22.088555397562764,22.18073687494371,22.02982237829387,22.238429602434653,22.201025689379673,22.122303080539112
4,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
8,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
9,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
10,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
11,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
12,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
14,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16,26624.298796024803,26617.71055077205,26623.327219978008,26629.090038861214,26616.8955436015,26640.178635528348,26694.700756869053,26622.772375253608,26618.37051480277,26616.927846716597,26638.820323213113,26616.428400285615,26630.494037244654,26618.166998018223,26621.686459525383,26619.385387299102,26642.555904676574,26625.76914471959
17,26138.245333806564,26132.64412206662,26124.587430355303,26127.78351519585,26128.946640177808,26125.615033916452,26140.270353317064,26124.157736763493,26131.272440101733,26127.64749659169,26137.651395645316,26129.392686661973,26128.93093050767,26139.117433962867,26138.467883075988,26130.748588327486,26133.714722483834,26124.33830566026
18,26116.31194633942,26121.851556792182,26130.75538223713,26117.253894869427,26118.626246325603,26103.745556054848,26135.0155436473,26107.20759498835,26093.93159840793,26114.86779049307,26095.45155338578,26100.904732214338,26114.304208876274,26107.656436084235,26102.199033786088,26106.354014306013,26106.427208916084,26113.937982234176
19,26069.21630987461,26093.32117457302,26131.67636976521,26097.8940751394,26107.11959765795,26108.40901616682,26172.972049294756,26136.30216210409,26080.438455487132,26065.253237911238,26102.447206540928,26090.237788956412,26092.085740651786,26129.938634741713,26094.659022595337,26079.295131324896,26093.255666833084,26079.030516579132
20,19012.095342946483,19000.22921497982,19006.652490518696,18997.995565060923,19014.26067023914,19002.730549486663,19010.036579949618,18999.157516248186,19002.634623164337,18999.716554922543,19001.163860982604,18998.49529695199,19002.688776353,19002.594126116906,19004.09040720591,19000.999082323826,18999.625995214366,19000.779575594832
21,18701.298806181127,18695.389265912127,18702.75538146735,18694.51142418174,18700.146858480326,18693.104685403887,18701.7792376002,18693.428804381398,18692.86527930196,18692.052778367364,18693.45580658364,18699.324959452086,18695.81765708635,18703.86659711527,18696.984751594846,18708.89542429147,18687.933124366264,18697.282709633513
22,18681.81605073063,18675.603477219214,18674.835375048948,18659.2018169433,18676.675400050317,18666.507470442582,18677.246679811276,18672.28151961119,18670.50989656687,18699.179235485415,18651.751558427237,18657.023124555428,18676.40392320833,18674.635010557195,18662.6084671224,18669.639967362044,18661.816534562302,18666.117780277382
23,18644.023720591696,18665.5599573136,18645.28370648759,18648.415014126324,18660.396166117767,18667.129328444877,18651.249258858134,18651.215293551722,18636.862640469655,18641.50121951115,18642.242018978748,18666.40659557805,18678.87047267017,18659.35891237239,18644.82666219393,18649.40923438732,18685.59098632922,18654.24788079284
24,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
25,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
26,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
27,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
28,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
29,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
30,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
31,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
32,1524241598.0117822,1524066116.9802806,1525149067.3897524,1523855641.6465404,1525289059.283303,1524240141.4780753,1526897634.9022338,1524239098.6785011,1525055699.9820302,1524498187.6250906,1524403769.3056712,1524444025.2584121,1527496328.405539,1525617140.6898534,1524632636.9753277,1524367671.509251,1524782916.851127,1524333579.5572424
33,1426473971.0396779,1426678765.639738,1426658388.4935527,1426616623.4570107,1426553468.3719718,1426639729.0636425,1426476157.544738,1426658696.7535203,1426743619.169814,1426677234.2731304,1426581143.685355,1426747339.1638012,1426607417.1682146,1426781114.059761,1426527385.3341444,1426666212.6105845,1426467959.4068174,1426551883.621837
34,1424206983.6708875,1424295883.3152614,1424181374.2347462,1424399809.3655334,1424290059.7834473,1424380051.3033297,1426545553.812762,1425210075.2141309,1424133721.2624664,1424208170.8997142,1424242338.2539315,1425500902.9113328,1425485395.4272544,1424379754.132753,1424806477.0509918,1425260572.269744,1425553251.1291306,1424104774.3270018
35,1423661747.9435165,1423232443.8931494,1423319572.2040358,1423996620.4867468,1424070469.6810594,1424630093.7808714,1423275337.8496203,1423283244.8951159,1423894233.0942118,1423436195.4627786,1424217119.2866383,1423272732.890547,1423371351.9218678,1423362505.8143282,1423316589.899824,1424657769.9255054,1424178688.2228484,1423302483.0690234
