,44131,CLG_RD,GT_RD,GT_SD,CLG,NF
0,Logl_mean,-56.60566081971774,-73.78912,-61.20431137084961,-79.4798288012015,-76.62430972528644
1,Logl_std,0.35288791862747204,0.1320737,0.0,0.09379917418312973,0.04875887637393261
2,LoglStd_mean,25.85029483725525,10.15777,3.1274538040161133,10.603867901408211,6.206816003695598
3,LoglStd_std,9.405281409656979,1.8023742,0.0,0.6624121523394035,0.10080825321432063
4,Brier_mean,0.2580747037062121,0.27922340847082705,5.01815081884947e-07,0.2179486166113477,0.17153413304208626
5,Brier_std,0.005037240462609727,0.004104934258685982,0.0,0.004008593197541112,0.0034869588264104744
6,AUC_mean,0.7891219119336085,0.711958565416371,1.0,0.7702934180254772,0.8267122276349431
7,AUC_std,0.006118401704462891,0.004984480068783377,0.0,0.007113663930647819,0.006233917891871122
8,Time_mean,79.72036597728729,0.014027857780456543,0.0,55.57848665714264,756.5937394857407
9,Time_std,14.518714792428401,0.011811372941309135,0.0,5.514823230776751,162.2058304626849
10,params,BIC,"{'bandwidth': 0.7742636826811269, 'kernel': 'gaussian'}","{'bandwidth': 0.7742636826811269, 'kernel': 'gaussian'}",BIC,"{'lr': 0.0011893748024327797, 'weight_decay': 0.003926240913146035, 'hidden_units': 9, 'layers': 3, 'n_flows': 7, 'sam_noise': 0.2152178414962072, 'split_dim': 27, 'batch_size': 1667, 'steps': 500, 'perms_instantiation': [tensor([47, 24, 41, 48, 21, 22, 31, 53, 26, 20,  2,  4,  8, 44, 37, 38, 42, 36,
        45, 50,  9, 11, 23, 27,  3, 32, 46, 13, 43, 52, 30, 25, 29,  1,  0, 18,
        35, 14, 33, 12, 49,  5,  7, 34, 28, 17, 40,  6, 51, 15, 19, 39, 16, 10]), tensor([45, 35,  9, 52, 12, 20, 13, 23, 36, 31, 28, 40, 18, 47, 15, 51,  6, 25,
        43,  0, 32, 50, 27,  3, 48, 24,  5,  2, 14,  1, 34, 33, 19, 16, 49, 39,
        26, 11,  4, 53, 21, 38, 30, 17,  7,  8, 46, 37, 41, 22, 10, 42, 44, 29]), tensor([27, 43, 52,  1, 53, 23, 33, 17,  6, 22,  8, 40,  4, 51, 13, 37, 15,  5,
        11, 30, 29, 47, 36,  2,  9,  7, 18, 31, 46, 45, 35, 38, 34, 21, 10, 28,
        39, 12, 26, 41, 48, 25, 14, 20, 16, 19, 32, 24,  0, 44, 49,  3, 50, 42]), tensor([44,  8, 51, 42, 46, 11, 16, 25, 32, 28, 17, 19, 35, 14, 47, 39, 37, 29,
        45, 53, 21, 24, 36, 43, 48, 20, 30, 22, 33, 12, 31, 34, 52, 27, 23,  9,
         4,  1, 26, 41, 50, 40,  0, 15, 38,  2, 49,  5,  7, 13,  6, 10, 18,  3]), tensor([ 4, 48, 45,  8, 10, 13, 15, 52,  5,  2, 18, 36, 44, 32, 21, 30, 42, 17,
        28, 26, 39, 47,  7,  3, 24, 49,  1, 11, 37, 14, 20, 35, 22, 25, 29, 40,
        16, 38, 51, 23, 43, 12, 53,  0, 27, 31, 33, 41, 46, 19,  6,  9, 50, 34]), tensor([22,  5, 34,  0, 13, 17, 32, 37, 39,  2, 43, 35, 30, 11, 18,  9,  7, 14,
         3, 48, 36, 21, 10, 26, 38, 12, 19, 20, 40, 31, 52, 41, 47,  8, 53, 33,
        46, 23, 25, 24, 49, 28,  4, 45, 29, 51,  1, 27, 15, 16,  6, 42, 44, 50]), tensor([45, 22, 50,  0, 34, 51, 23,  1, 31, 10, 52, 24, 44, 41, 49, 30, 53, 15,
        20, 21,  4,  7, 18, 12, 40, 42, 46, 19,  6, 36, 16, 29, 35, 26, 28, 48,
        11, 37, 33, 38,  5,  3, 14,  8, 39,  9, 25, 27, 32, 13, 17, 43, 47,  2])], 'Actual_steps': 319.2}"
