,Unnamed: 0,44127,CLG_RD,GT_RD,GT_SD,CLG,NF
0,0,Logl_mean,-7.11440677107735,-4.3389764,-4.468718528747559,-7.165615411451716,-5.284871662684743
1,1,Logl_std,0.12031477727058754,0.276955,0.0,0.05854483869046874,0.0565858838464159
2,2,LoglStd_mean,2.0683214139286044,3.9247017,1.4830880165100098,2.030995456051122,2.1516346506437127
3,3,LoglStd_std,0.17853125134353007,1.0192907,0.0,0.08987943296282107,0.15005261499313513
4,4,Brier_mean,0.1719380949358812,0.09235651003136844,0.06867639275957747,0.1689824273408514,0.11193402454338511
5,5,Brier_std,0.012350133211428284,0.013690915333932959,0.0,0.004693336532498749,0.003942222369126157
6,6,AUC_mean,0.8370361979268296,0.9387534126955372,0.9703465772506059,0.8376261826831989,0.9210004434110853
7,7,AUC_std,0.021150663630769475,0.015412019924714866,0.0,0.007953984863332887,0.005658588222078641
8,8,Time_mean,13.079362773895264,0.0016814708709716798,0.0,31.713499903678894,379.38708395957946
9,9,Time_std,1.7136482358762406,0.0003732155150963778,0.0,9.874763505021944,7.825996497863334
10,10,params,BIC,"{'bandwidth': 0.16681005372000587, 'kernel': 'gaussian'}","{'bandwidth': 0.16681005372000587, 'kernel': 'gaussian'}",BIC,"{'lr': 0.002283897767190094, 'weight_decay': 0.008547500914666101, 'hidden_units': 8, 'layers': 4, 'n_flows': 10, 'sam_noise': 0.04628296556185062, 'split_dim': 2, 'batch_size': 501, 'steps': 500, 'perms_instantiation': [tensor([0, 4, 1, 2, 3]), tensor([0, 4, 3, 1, 2]), tensor([3, 4, 1, 2, 0]), tensor([4, 0, 2, 3, 1]), tensor([3, 1, 4, 2, 0]), tensor([0, 1, 2, 4, 3]), tensor([1, 4, 3, 0, 2]), tensor([3, 2, 0, 4, 1]), tensor([3, 2, 0, 4, 1]), tensor([4, 2, 3, 0, 1])], 'Actual_steps': 416.0}"
