,Unnamed: 0,44130,CLG_RD,GT_RD,GT_SD,CLG,NF
0,0,Logl_mean,-19.782536683323386,-17.931221,-19.286453247070312,-25.494953533008324,-23.701003734275165
1,1,Logl_std,0.6666091389256026,0.5301649,0.0,0.2660081944428631,5.9318956807374015
2,2,LoglStd_mean,16.267475755648075,13.709848,2.970238208770752,11.416857254353761,80.7019436708699
3,3,LoglStd_std,2.636753737131397,4.2629156,0.0,1.0164992519631715,227.46086031231022
4,4,Brier_mean,0.2728747491712138,0.2955476661178701,0.1307561869421517,0.2696712940476807,0.2529138305398445
5,5,Brier_std,0.006506671303473661,0.0071619030614294655,0.0,0.005309928314942775,0.003414279469713186
6,6,AUC_mean,0.5216812206043251,0.562795364722039,0.8968010559431299,0.5295451885706628,0.5646359905961573
7,7,AUC_std,0.017503726637775864,0.013317346145552467,0.0,0.016006983383091554,0.009225938831830486
8,8,Time_mean,28.884672594070434,0.0037683725357055666,0.0,114.130415725708,288.34900431632997
9,9,Time_std,6.472142111772055,0.0004904626691717652,0.0,21.272328822637544,0.8302888123281085
10,10,params,BIC,"{'bandwidth': 0.46415888336127786, 'kernel': 'gaussian'}","{'bandwidth': 0.46415888336127786, 'kernel': 'gaussian'}",BIC,"{'lr': 0.00019354283513622179, 'weight_decay': 0.003607082542984514, 'hidden_units': 9, 'layers': 3, 'n_flows': 7, 'sam_noise': 0.26408180765875244, 'split_dim': 9, 'batch_size': 501, 'steps': 500, 'perms_instantiation': [tensor([10, 15,  5,  8,  4, 11, 17,  7, 12,  9, 13,  1,  3,  2, 14,  6, 16,  0]), tensor([ 4,  5,  2,  7,  1, 17,  9,  6, 13,  8,  0, 10, 14,  3, 11, 16, 15, 12]), tensor([11, 14, 10, 12,  7,  1, 13,  5,  8,  9,  2, 17, 15,  6, 16,  4,  3,  0]), tensor([12, 13,  3, 15,  1,  0, 11,  8,  4, 14,  2,  6,  7,  5, 17, 10, 16,  9]), tensor([ 9,  3, 16, 14, 11,  8,  0,  4, 12, 10, 15, 17,  1, 13,  5,  2,  7,  6]), tensor([ 6,  2, 11,  7,  5,  0, 12, 15,  8, 14, 13, 16,  9,  1, 17, 10,  3,  4]), tensor([10,  2,  9, 15, 13,  0,  3,  8, 16,  1,  4,  5, 14,  7, 12, 17, 11,  6])], 'Actual_steps': 407.9}"
