x,y,class
6.765220530976895,3.2799170358931455,True
0.07830368657366389,0.32222645221901924,True
7.993786853343614,3.016581836183915,True
4.186701469086788,6.771766018304164,False
-0.4384794396226856,-0.19013524150606836,True
5.027646361906946,0.3183187243847288,False
-2.436827333629123,3.6829118415899647,False
0.22469623843848296,-0.014364717943314355,True
0.43789705775042503,-0.5655328144422991,True
8.011278719969706,2.9943218296738277,True
7.474237540592981,3.380244570196065,True
-0.3892544023600414,-1.030656776087664,True
5.534970161400291,7.641630330729683,False
7.714247935586547,3.235778831936463,True
4.847835282816638,-0.3040817071722101,False
4.707292815074569,5.84610126981514,False
5.123238907227994,7.280545686806828,False
0.20461828622049208,7.0184321369833915,True
0.6089300554557877,-0.2415024038915002,True
-0.4794753718239371,6.349613401873995,True
0.3673688693353407,6.630271870339422,True
8.243688107806117,4.053681013174848,True
8.043489182364413,3.36587237798313,True
-0.307922373326618,-0.2666985279187719,True
-2.8926351219227606,3.7644535112962303,False
0.16121476989474962,6.719044078139836,True
4.636784494973161,5.803209475724479,False
-0.40773515903503654,6.90541646564872,True
4.856280310159059,7.16058014452707,False
7.470828551503669,2.660889217719547,True
4.815901534994818,0.6006442538147381,False
-0.5901120886640783,6.335779115318088,True
-0.2542367449955121,6.91218056785421,True
4.018032760641553,0.15389731403864676,False
0.5734900068037825,7.034334787711395,True
-1.9738266498459742,2.9597756453766473,False
0.07280267517156852,0.05416942511014595,True
4.960915028608611,0.25670182061465274,False
-0.14021361608162025,6.548016060996463,True
4.839381640570297,0.7019345985362568,False
7.356644359166087,3.522758205009089,True
-0.07875006129599815,7.075626011326971,True
4.81697732733301,7.174992843038822,False
-1.9184624363007372,3.2209644108394446,False
7.843206997557174,3.571771964035091,True
5.155659706928898,6.634143515260775,False
-1.931254134152499,3.9670560689547933,False
4.514792082008828,0.923041883763073,False
7.493727251271883,3.054564632071289,True
4.197581356373994,0.24392335761355566,False
0.4457897915583284,0.5035140297544706,True
4.72212602912892,1.079047635905866,False
4.638563798567511,0.42419247764474277,False
4.786915823474699,0.027423903572360093,False
-2.7332244653708107,3.361841434499077,False
7.053176733700387,3.393475736277254,True
7.8276845703612254,3.4365143309426087,True
1.0944535504613522,6.548499696019437,True
7.241316234455771,2.25947616583616,True
4.308656115080117,-0.4532204019847719,False
-0.2989682119317468,6.819922298464607,True
0.3926551916083734,-0.11031823632395546,True
7.912333115305334,2.6489167372577955,True
5.395698717398469,0.395413763385249,False
5.02383314681996,-0.29273183500095346,False
4.980275982310949,-0.35864105881263736,False
3.943591775644026,-0.8640212824825425,False
0.19815792582646793,-0.056345262132799764,True
5.066843302943482,0.01313467005232306,False
0.3405134867223206,0.3716934066261933,True
-0.8593122856509746,0.15787581535950887,True
7.582919964557463,2.4540159006187716,True
0.0470307080412719,6.397926185777055,True
0.1249227915491024,0.4246398676884812,True
-1.8961749583725411,3.6050618080297405,False
5.184429529128177,-0.15603769565715533,False
4.580235989053776,6.062205407502111,False
7.541386718727554,3.220275175790026,True
-2.714716718791977,3.0994064809199897,False
-0.07323553897305872,6.754360206637238,True
5.390359567922914,6.9374747008834845,False
4.819428509123496,0.8414031365787227,False
-2.7722216620055664,2.955359848035377,False
-2.097377202309986,4.189627296376352,False
-0.016103268217301982,0.39773839189570476,True
-2.897918168006266,3.6626336233989756,False
-0.3136137324894156,6.747779933869082,True
-0.3208992567671516,6.1622418775070775,True
4.8139056765279005,0.0880797224664571,False
0.6435192041634072,7.273534927290844,True
0.09656881861968773,6.122511195019924,True
4.741463723534165,0.06692978992277043,False
-0.32468042771529754,0.3316346477510322,True
