,Unnamed: 0,44091,CLG_RD,GT_RD,GT_SD,CLG,NF
0,0,Logl_mean,-13.840225722013335,-10.931827,-11.172743797302246,-15.014155760038582,-12.756258737314209
1,1,Logl_std,0.48891603948915696,0.6626322,0.0,0.20745518782071726,0.054759963512648245
2,2,LoglStd_mean,6.830923838028331,8.425596,2.176938533782959,5.454439887986749,2.3073689631163203
3,3,LoglStd_std,4.3637735960525985,5.0735536,0.0,1.4839798956772403,0.11423494831836678
4,4,Brier_mean,0.21146837712490033,0.15316688474085322,0.06433380327019714,0.19477429235586544,0.13032431149461127
5,5,Brier_std,0.01814673827844688,0.020648413545223558,0.0,0.00816924519280671,0.002441298535006936
6,6,AUC_mean,0.7831378251044048,0.8753596309011531,0.9733262306369107,0.7949718953253015,0.8955019360827217
7,7,AUC_std,0.02597635403632115,0.025206094564963765,0.0,0.014406455532792373,0.0037520203550041346
8,8,Time_mean,17.493882012367248,0.0017007827758789063,0.0,62.85145492553711,669.1471953392029
9,9,Time_std,8.887310750797436,0.00035241410137101787,0.0,5.349910752384764,18.718282239441475
10,10,params,BIC,"{'bandwidth': 0.35938136638046275, 'kernel': 'gaussian'}","{'bandwidth': 0.35938136638046275, 'kernel': 'gaussian'}",BIC,"{'lr': 0.00220993089701564, 'weight_decay': 0.0016161802801026774, 'hidden_units': 10, 'layers': 5, 'n_flows': 10, 'sam_noise': 0.29999999999999993, 'split_dim': 5, 'batch_size': 501, 'steps': 500, 'perms_instantiation': [tensor([ 7, 10,  4,  5,  3,  8,  2,  0,  1,  9,  6]), tensor([ 1,  0,  7,  3,  8,  9,  6,  4,  5,  2, 10]), tensor([ 6, 10,  0,  2,  9,  7,  3,  4,  5,  8,  1]), tensor([ 5,  2,  1,  7,  3,  4,  6,  0,  8,  9, 10]), tensor([ 3,  0,  2,  4,  9,  1,  7,  6,  5,  8, 10]), tensor([ 0,  7,  4,  9,  5, 10,  3,  8,  2,  6,  1]), tensor([ 7,  1, 10,  2,  9,  6,  3,  8,  5,  0,  4]), tensor([ 0,  1,  6,  8,  9,  4,  7, 10,  2,  5,  3]), tensor([ 5,  6,  0,  1, 10,  3,  4,  9,  8,  2,  7]), tensor([ 5,  1,  4,  2,  8,  9,  7, 10,  0,  3,  6])], 'Actual_steps': 472.3}"
