,date,period,nswprice,nswdemand,vicdemand,transfer,class
20464,1.318918007586099,1.5412888571559364,0.8541580931122089,0.3907221256807626,-0.5320716428193996,0.9042125769162891,UP
15324,-1.4725377161929583,-1.3979656693448832,0.11106526739888754,-0.9936392942200714,-0.13639838081772393,-0.6959469615863797,DOWN
27104,0.8602574444423015,-0.03817277078900603,0.44306943852986774,0.05817232209374949,-0.6307668775662854,1.6953819689267702,UP
37728,1.0300795370783624,-0.2805275454393349,-0.5768845425239502,0.836071242354394,1.0462574176066484,0.8391739563619499,UP
23852,1.3062153661206344,0.9779116575643197,-0.5982489468574724,-0.12515989440940126,-0.19042280565844477,0.7218316253581015,UP
37489,-1.6628291693433248,-0.7155307357831271,0.5027005405283237,0.15801237972786583,-0.06501160609907809,-0.5630156919993496,UP
7999,-1.3845574192252859,0.306599923090385,-0.002000579928164099,-0.14966894418057541,0.07679529535302394,-0.48861870638241806,DOWN
21014,-0.12270899084734534,0.6658148914048817,-0.10183808192032301,0.47267520488411124,0.6031141703537322,0.3029949022754663,UP
2612,0.9981618855140835,-0.4185709867778778,-0.7911915106278206,1.3048725503873548,1.3100277120179493,-0.8775249453948532,DOWN
23177,-1.414564789436622,0.3252829460539788,0.396472356861684,-1.2609063305734616,-0.04293960616569552,-0.5456713154576798,UP
5639,-1.3857577536560204,1.0101198773891364,-0.569302037492769,0.9578346345767939,0.14873807098230102,-0.6195159760870145,DOWN
12549,1.1520128366811597,0.5017373919321507,-0.4062711508369016,0.0635099369078565,0.6734052837858,-0.5881781364793677,DOWN
11211,-1.4958174665314155,0.32721047329545655,-0.0949072601710859,-1.4113291460311221,-0.15688084720228876,-0.5847811510057327,DOWN
4628,-1.5679162859606957,-1.3532232937748012,-0.503597568535663,-1.0495644685702579,-0.07860871248399245,-0.482207738750608,DOWN
3416,-0.03724522271503694,0.9382010006875536,-0.410328022479302,2.3189218964127156,1.8584803693281793,-0.47274433629771867,DOWN
25994,1.2464645941451435,0.3118191910685909,0.379153167989962,0.3427580455675563,0.9065166556994583,-0.15727026119061077,UP
7688,-0.12553112380713333,-1.5935921071132153,-0.8460177771593265,-1.703077117031628,-1.5186146009562689,0.4126014927916066,DOWN
32288,1.1438043656547918,-0.6548662714668114,0.7486534538729206,-0.06805717946977952,0.7644281536892322,-1.6718343893745309,UP
8834,1.0348481774799811,-0.8065062980136098,-0.6658366999246704,-0.43166294306986897,-2.0971198321652467,2.410029724285267,DOWN
19778,-0.292182154683384,-0.4625675961247141,2.945832375331126,0.6245999322368719,-0.23533462551375584,-0.6239012251293831,UP
35391,1.2788227448584797,0.38316254452201337,-0.6779584252111842,-0.5329478844973767,-1.6634441696151796,2.2916464455100707,UP
3085,1.215884496150389,0.8195263284518906,-0.7687052029517412,0.4634393419220138,0.7111511487766174,1.14219192734905,DOWN
23813,-1.6159197184205016,0.7985615027795419,1.1578515907627807,0.5518482194719547,0.07167006107108065,-0.6392557254488811,UP
26217,-1.1634935868368248,0.5668698046309831,0.15458225974545586,-1.2062492949970995,-0.018741944632820823,-0.4986701107820324,UP
29209,-1.3959244645878606,-1.61392803109776,0.1162378319420904,-0.7735317921445519,-0.16924329389715526,-0.5321223916117925,UP
1694,-1.4808428834043899,-1.5700975543128763,-0.5107018661764628,-0.3960607090977774,-0.18242087353314412,-0.43080693255894187,DOWN
6118,-0.13392165057607508,-1.4121160989217203,-0.2494539443884056,-0.22896931814078073,0.297404376032803,-0.045723181612386005,DOWN
28649,1.2564074567799068,0.07878190333390359,0.748246324070741,1.040856098787132,0.11919736319428995,1.1671555631346964,UP
9301,1.1506037359124064,-0.7306143336798041,-1.0644434594833516,-1.7595249976713905,-2.2952319366572937,2.0597472689607814,DOWN
13066,-1.2563589231449535,-0.32761623672929807,0.14832071277845946,-0.8129148475415382,0.08647116092258739,-0.43259879838160153,DOWN
14789,-1.503374223028515,1.776011932340539,-0.34022553686987267,0.039057198196652126,-0.19542764218813563,-0.7051688539319895,DOWN
20882,-1.6431406520071716,0.45066875196784106,1.0836705036209915,0.7229907005888146,-0.03631067753774695,-0.6160772007734827,UP
24982,-0.04981853145540849,0.47568616692763127,0.5920439365357008,2.180716026694461,2.174248803620386,-0.38633190554992164,UP
961,1.1200643772070265,-0.4554668976091744,-0.7504851960502054,1.2034008513153414,1.0819825052350982,0.5410079434347036,DOWN
34600,-1.100090103461005,1.3918172233537582,0.8221279036135726,-0.23572341248454937,-0.24943018959558394,-0.7493328971205934,UP
8482,-0.06503586609251306,1.192081709538225,-0.6892017578143779,0.0845418191793741,-0.38891932825575026,0.3909362186666873,DOWN
25638,-0.1718240245952581,0.9948999193716745,5.85051124879482,2.1601152925670406,2.286796607534073,0.6765552429903677,UP
32562,-1.459076684807286,-0.4230908160202658,0.6040421756440296,-0.3230061275293858,0.03459636333673188,-0.8658531478642086,UP
33111,-0.30397787545934685,0.21561198147959804,0.21578638553641177,-0.24258220164333572,0.14727548910816884,-0.4265645033393439,UP
27405,-1.5929758837178514,1.2268067195734036,1.3185839901549072,0.6708755249129001,-0.048545933218287055,-0.5278783250678589,UP
18368,-0.16569716049113653,0.007561913453384195,-0.5996841198259479,0.2716654920655054,1.3213781294949987,-0.2288577162691259,DOWN
21030,1.3030506052002881,-0.3484252516801807,1.8936774432233603,2.190050703576262,2.1016263915784696,0.6676865973176576,UP
19477,-0.1826530013214562,-0.815223362945333,0.11235383281962219,-1.3957232067608554,-0.09946800600609285,-0.5430640082890521,UP
34810,-0.28393326118992995,-0.7423140588278456,-0.48486982408069823,-0.7824468877949987,-0.9281489223547996,0.16862274179927236,UP
7444,-1.4102769269806512,-1.4219235620533903,0.2353116045904287,-1.7458178596517677,-0.026538591819140842,-0.3820354059866389,DOWN
23499,1.1187952699675943,0.7198321658351262,0.3544791446324536,0.07180019917844548,1.5030978084560904,-0.7105075688866528,UP
17263,-1.2956070043679688,0.43202558877598524,-0.38807916450423413,0.13110533749985637,-0.16576164852389058,-0.6677467741857839,DOWN
24910,-0.023628705857100432,0.16750945304709383,0.43641843675081415,0.5402336384085661,0.7640257442523868,-1.4606076663500978,UP
2869,-0.19611957544875946,-1.2828163534588264,-0.796000787949475,-1.2467289838641635,-1.1143183690712042,-0.37218623172513676,DOWN
28115,0.013814221045424263,1.1006546028039137,-0.1319719263444457,-0.38299791188546267,-0.5297918556256285,1.5531283600745238,UP
21386,0.04030392340341399,-0.2731832589509952,-0.36670527303866773,0.6304811707139207,-0.09262938952005376,-0.48494785298130577,UP
33972,-1.6881128843523563,0.9223160928845655,1.2447974880370813,0.5654283654972483,0.01657161506759937,-0.3971060044525884,UP
6585,-1.5226974530951405,-1.2651351109043572,0.5880744174125339,-1.3488458491210695,0.09932189080343222,-0.5889418378523552,DOWN
32629,-0.2802496501386813,-0.18554803919728502,0.1526887045718125,0.30290954481044846,0.36785129196773264,-1.0259460991927054,UP
18525,1.08079265499916,-0.6656345185738721,-0.8129385914998154,0.49938636611329085,1.2322259460653282,-0.8811564315113131,DOWN
35064,-1.3627437780766416,1.5158672242629931,0.08593219357752856,-0.22544451798553847,0.02553081577499615,-0.5286132650515167,UP
20714,-1.4046832323093148,0.22379529251709424,1.2303055743969504,0.974256751432602,0.049084878473475646,-0.5680238508383325,UP
9025,-1.3734510257950951,-1.539190195089838,-0.20620129618869387,-1.1204284354756695,0.0389661073273814,-0.6409339698637821,DOWN
3474,1.2107994618433469,-1.6016672214831713,0.39876174900246353,-0.8401172390720162,-0.270268914812801,0.22932044982560928,DOWN
33155,-0.347064019220485,1.3842886793662383,0.05624978471055372,1.22466571430118,0.6075387100199925,-0.41797723536726844,UP
12414,-0.13109523176036575,1.5106982293174365,-0.3651444180052409,0.24241018402231118,-0.3133506828320969,0.4168990838772134,DOWN
18806,-0.2698561207293865,-0.8178336799146478,-0.23199254950758402,-1.3672056772083638,-0.15096015471173946,-0.32011224130918803,DOWN
23460,-1.5920571955385552,-0.6222753150485598,0.8715077872833179,0.6117305318929307,-0.34397010808809036,-0.4917694727183198,UP
18795,1.0662722913789218,0.29000697973586864,-0.14702084645693897,-0.15125207291330284,0.31820759083342337,2.1231334499960197,DOWN
28516,1.2205598379141112,0.9870470597555911,0.5051789390993123,1.041473279530649,1.5998095670148094,-0.3222643173840255,UP
16561,-1.4457182362966667,0.08136199284485518,-0.38676449857986045,0.4027326383625636,0.06488184787190066,-0.44635155416422545,DOWN
14863,-1.1349415610899563,0.6295695899753173,-0.21022800138100822,0.2523473844132514,0.09167452490427726,-0.6989843576370892,DOWN
1927,0.9417816043791849,1.5593804878331963,-0.6129904504892272,-0.5865155403271084,-1.7292769377946735,0.14425109869488634,DOWN
10388,-1.425343871965017,1.227027436358715,0.1560239724622437,-0.5536674010780812,-0.04870549828207598,-0.6610216447218752,DOWN
2079,1.3994963312477626,0.4264080509672165,0.2745311436931535,0.15530842369889564,0.47790696103405916,0.22699521456277402,DOWN
35920,-1.409571960240796,-0.2694586754516133,1.1514729448564367,0.6530776249335343,-0.06439421394666017,-0.46917854981490015,UP
12243,1.25583056976314,0.0005843071507392189,-0.2919680999510833,0.3056137420065796,1.1331715657316634,-0.8897087531223329,DOWN
20266,0.07245054105549414,-0.3440594329420512,-0.3669640106949798,1.42795428767529,-1.1524537918562963,1.474033585510006,UP
9897,-0.12264614305480857,1.0455205058564325,-0.27348596835506783,0.33784253192600494,-0.14134553983672304,-0.8632859196311433,DOWN
12960,-0.12082296869507787,-1.565191577543139,-0.46571516967831167,-0.03345801036116664,0.4537710434232032,1.0244199780547714,DOWN
21026,-0.17715616857446387,1.094180912911872,-0.36680264089851267,1.8234305520954837,0.3565893982927579,0.026246142268695524,UP
21504,1.0785381286011364,0.7104967467500315,1.787192861357211,2.4899003482337916,2.6423160202483906,0.6165768047266841,UP
12244,-0.15737536236951385,1.2844984502477044,-0.6843767298157578,0.7137751689071355,-0.08973963175391729,1.5794348753197032,DOWN
9777,-1.6599682606178345,0.522787132126818,-0.3081669126612867,1.2664238242734682,-0.10559588284735702,-0.5670338321051667,DOWN
23007,-1.4295603113546904,-0.3727873205774705,1.118150771156862,0.7808258375392215,0.0750592270429781,-0.728084901261546,UP
5210,-1.512355188059595,-0.2905771996083542,-0.4600293286641033,0.3979100242037201,-0.007195061900580328,-0.6325544673093693,DOWN
9884,1.3369632995619245,0.2435758731950854,-0.7204283735081906,0.49800837681399357,0.7651857514614209,-0.007557253770627381,DOWN
28403,1.3686501701295897,-0.6066200150769903,-0.2781297344184256,1.1095009938505798,1.3042610630908773,-0.8191101526719405,UP
6109,0.9545491196550709,-0.037154327509893115,-0.6948258301308909,0.7186058842702715,1.9772818622403974,-0.24977025983452988,DOWN
25047,-0.15225948272522732,0.9145874355139021,1.232964217491265,0.48767239526770206,-0.04285743468092153,-0.48877852970877794,UP
23709,1.0825305846510762,0.5915568246809308,-0.7566490743957776,-0.04091977699554061,-1.2268759370207507,1.4450707716847961,UP
26235,0.9427345555581546,-1.4470127097531496,-0.5201901195778008,-0.8082198516977585,-0.07490289920084908,0.9574048016337258,UP
3468,1.2150108603732916,-1.9615748985346302,-0.7377986534411151,-1.0319176324653332,-1.1395011681144291,2.19171950153175,DOWN
15412,-1.6743409707155135,-0.24914525065051954,-0.2929319483149165,0.9258394251636344,-0.08721466336521208,-0.5157337282395893,DOWN
11331,1.3218131257848242,1.3097741015101139,-0.7705717188361977,-0.07211496284994717,-0.02141923529124863,-0.8720999244780495,DOWN
31545,1.225905159744097,0.8289722486669537,1.3464374611153882,2.929847550476015,2.2972727860377486,-1.0352136790015145,UP
14409,-0.21022769447593984,-0.9358089386078821,0.04564174317185264,-2.7961625695707673,0.04311981847621965,-0.4280926965286881,DOWN
2794,-0.0654625380714007,1.0318870443968493,-0.04164163627201381,0.040525643903777525,-0.17229655480108674,-0.7310527070584568,DOWN
28992,-1.4864245148482693,0.4378336639172643,0.7339656832589643,0.822050337028931,-3.8663917769826694e-05,-0.5701923525033656,UP
4551,1.199244933385124,-1.1376957397561187,-0.5902043709627132,-1.6680140186702825,-1.3859796513941711,1.9599678390702502,DOWN
5269,-0.3243183839635583,1.3749857388735587,-0.13883137513023816,-0.4452219624961843,-0.2953982503113045,-0.6807123537956772,DOWN
36634,1.1099616541998059,-0.6054145033626863,7.8781000165771,2.0542549815516145,2.4012625446555282,-0.18254450732136218,UP
28130,-0.3589661491950993,0.13843199130153833,0.16917818102041882,-0.3751128413707306,-0.32794752799673255,-0.03447810581903868,UP
18572,-0.49620802614321474,-1.1549150076741923,0.14512096038672762,-1.6626045363639155,-0.29078196922524946,-0.37576241763478563,DOWN
1687,1.2174571508349437,-0.3568931351122875,-0.9386136864783106,0.8231537246283617,0.9875727902049496,1.903080645747882,DOWN
5235,-1.4593722187818563,0.3148783001379522,0.21133075866041667,0.4472440536427639,0.032192963037133884,-0.39582214276497063,DOWN
