,0,1,2,3,4
0,78.8889915255058,78.10933284368738,78.81842847964788,79.54415897835418,78.60424517599219
1,167934.07367064798,1565.847609646835,1325.0980860108946,1323.4164642050603,1325.4390133803367
2,85.5914893935829,76.77225910742007,78.4088748446581,83.97410420406243,84.4634652881628
3,110.13269116736531,85.05197497944035,84.59411010131689,83.62098814087997,87.8341190635227
4,57.089705862174874,57.723037979604364,60.85770532359707,59.34303845116085,65.20327191477907
5,74.59922778811149,73.58837108134449,75.80505421935044,79.26946666474964,81.10144674864881
6,78.19247593574833,78.5615978451531,79.30604944344635,83.91665476248008,85.19400568087235
7,90.02970205603914,77.77409680739585,78.16175611415832,82.31282599807754,81.84882249646391
8,405.20633130556814,78.430012256983,78.44257304695033,84.09033062702629,85.95558723365859
9,81387.45198779185,1487.505522220878,1343.4806064009451,1348.1272252303786,1267.8157761159412
