,Unnamed: 0,44126,CLG_RD,GT_RD,GT_SD,CLG,NF
0,0,Logl_mean,-10.09032220243773,-6.860485,-7.317874908447266,-10.418452995552785,-7.917611862802808
1,1,Logl_std,0.33768349819835874,0.19800262,0.0,0.18016268057542095,0.15925136492303799
2,2,LoglStd_mean,8.46560381549258,5.89026,2.16408371925354,7.753818544205833,4.544663394688326
3,3,LoglStd_std,3.51228346900505,1.6316468,0.0,1.9463999454688805,5.388821396613337
4,4,Brier_mean,0.1998935330772827,0.1613162824798268,0.12816498023441045,0.1985664091148665,0.16624368150835972
5,5,Brier_std,0.0060245262441146604,0.006251071232132149,0.0,0.006100628602232673,0.005102471222793814
6,6,AUC_mean,0.8012824610686107,0.8453347786477984,0.8995299909022181,0.7900511531868712,0.834553910548119
7,7,AUC_std,0.009348372996460888,0.010107734111111905,0.0,0.009878160542154273,0.00846516610335047
8,8,Time_mean,12.438465428352355,0.008478593826293946,0.0,32.44141232967377,255.2934253692627
9,9,Time_std,0.5720631248106821,0.009322867885283092,0.0,10.207590183702449,28.545277992604756
10,10,params,BIC,"{'bandwidth': 0.2782559402207124, 'kernel': 'gaussian'}","{'bandwidth': 0.2782559402207124, 'kernel': 'gaussian'}",BIC,"{'lr': 0.0007877188240219614, 'weight_decay': 0.008713863857748522, 'hidden_units': 6, 'layers': 4, 'n_flows': 6, 'sam_noise': 0.10064388280097697, 'split_dim': 3, 'batch_size': 501, 'steps': 500, 'perms_instantiation': [tensor([6, 4, 5, 1, 2, 0, 3]), tensor([5, 2, 1, 4, 3, 6, 0]), tensor([1, 3, 6, 5, 0, 4, 2]), tensor([0, 4, 3, 5, 1, 6, 2]), tensor([4, 5, 3, 1, 0, 2, 6]), tensor([0, 5, 6, 3, 1, 4, 2])], 'Actual_steps': 437.9}"
