,Unnamed: 0,44128,CLG_RD,GT_RD,GT_SD,CLG,NF
0,0,Logl_mean,-9.274183675576126,-6.0724883,-6.008134841918945,-9.985335232985538,-6.759144041107673
1,1,Logl_std,0.14755342677287492,0.14242084,0.0,0.35116097187895634,0.0456798942554689
2,2,LoglStd_mean,16.609790034474514,12.43583,2.108351707458496,14.871792588111294,2.862086258906403
3,3,LoglStd_std,4.340843822895385,3.540887,0.0,9.37544911458772,0.0788803062341926
4,4,Brier_mean,0.14455652398769508,0.10294962779353034,0.077642122557627,0.1474883565070258,0.10736630433623115
5,5,Brier_std,0.004190473867989,0.003210156669833987,0.0,0.0037474304629512025,0.003735728964804141
6,6,AUC_mean,0.8937713674501786,0.9283386185875304,0.9624570629103946,0.877753572041773,0.9279424972413051
7,7,AUC_std,0.0057091308939755695,0.0036135762124856084,0.0,0.005456914496469869,0.004757559232734132
8,8,Time_mean,111.25833518505097,0.007011914253234863,0.0,83.14167289733886,583.7384863138199
9,9,Time_std,17.53440072692952,0.004080134759311392,0.0,5.263706238619995,160.78575267575232
10,10,params,BIC,"{'bandwidth': 0.21544346900318834, 'kernel': 'gaussian'}","{'bandwidth': 0.21544346900318834, 'kernel': 'gaussian'}",BIC,"{'lr': 0.0016796801521004293, 'weight_decay': 0.00988964155342418, 'hidden_units': 9, 'layers': 4, 'n_flows': 9, 'sam_noise': 0.10548588188153409, 'split_dim': 4, 'batch_size': 1667, 'steps': 500, 'perms_instantiation': [tensor([1, 0, 4, 6, 7, 5, 3, 8, 2]), tensor([4, 8, 2, 6, 3, 1, 7, 0, 5]), tensor([1, 6, 8, 0, 5, 3, 7, 4, 2]), tensor([7, 8, 1, 5, 4, 0, 3, 2, 6]), tensor([6, 0, 4, 1, 2, 5, 8, 7, 3]), tensor([1, 8, 5, 4, 0, 3, 7, 6, 2]), tensor([3, 8, 6, 2, 4, 5, 0, 7, 1]), tensor([0, 3, 4, 6, 7, 2, 8, 5, 1]), tensor([2, 0, 8, 4, 3, 5, 6, 1, 7])], 'Actual_steps': 405.0}"
