,ParticleID_2,ParticleID_11,ParticleID_15,ParticleID_17,ParticleID_22,ParticleID_26,ParticleID_33,ParticleID_40,ParticleID_41,signal
11841,-0.1559040775792828,1.0402058694171776,-1.0174919163972973,-0.0725531795896224,-0.7024144050385617,0.3137181311488384,-1.2709317297437317,0.33143303803618424,-0.5621479977338348,False
19602,0.1649362646395523,-1.1300687384553756,-0.34713316339284817,0.006096640320383522,-0.1192152267884952,-0.15810287052981994,1.3825975929162222,-0.5882923259191103,-0.6345860622375108,False
45519,-0.3980370874022489,-0.21276538250914284,0.296148306672335,-0.37598442155929507,0.10085745757451002,0.7336631855468059,0.07833202668209695,0.33240327012020365,0.9298115644170446,True
25747,-0.32274307251947687,-0.36436132269503035,0.32303771625899114,-0.22998276568233966,-0.4067772033517237,-0.3056939460005172,0.1286685205607082,0.05871981563885854,-0.1006165218568398,True
42642,-0.9110476147811031,-0.5732801614272061,-0.8670551554261537,-0.3512364175776983,-0.5572128178196205,0.11546577275001046,0.11304192852959678,0.22582548841475947,0.2882217202858992,True
31902,2.6517150924100727,-0.720960967136332,0.7181735706610195,-0.5210850771521175,1.031114119120447,-0.5127203475093038,-0.16526945073938823,0.07886334740067757,0.16411728958367333,True
30346,-0.3250723499942072,0.8846668862907067,3.8221547572123744,-0.34966036062714945,3.1680672666839897,-0.10516812706849138,-0.4563737259486439,0.7977114670210728,0.6826613473537095,True
12363,-0.241904929386703,-0.05332030290636401,-1.0913747826264404,-0.177867778430791,-0.4662542709278512,-0.19706249593965508,0.4899365669448775,0.7783805664462313,0.6775081355974999,False
32490,1.2419347557782843,0.5116747564522048,1.503461459960251,0.5120224001276479,0.49553388036381124,2.4761921807555387,0.7059526857657293,-0.24439781061855032,-0.3094001817083998,True
26128,1.9459355102671676,-1.4509741940704646,-0.5092918558475344,-0.09759701889127984,0.043513666144100835,0.9041031806646991,-0.27390803565508237,0.25447562401814694,0.5306099388528764,True
14227,0.20259100513975165,-1.3803784188844923,-0.2371534744371905,-0.116825828486942,-0.6722056408305312,-0.07170541088537832,-0.9613032996141659,0.8294293110756931,0.23526266594175516,False
26376,0.5988093853513865,-1.5624414660645494,-0.2056297164752332,0.15351559469632617,-0.24282437878061697,0.005246186445007864,0.9322576475965942,-1.0871908691701595,-0.0373669250748597,True
44173,-0.07132025787604923,0.7526044851510925,-0.557703200953626,-0.2281447790106611,-0.3275264271363152,-0.4931828894665996,0.4318960791043473,-1.2155599371322645,-0.09797939481894255,True
12968,-0.5505726847894415,2.533584093636482,1.150139496424609,-0.05670589500050488,0.2541456508298961,-0.36817874603031725,-1.989332809236489,0.6234090100777163,1.028410870394978,False
32104,-0.37469339646804434,0.8793891010459765,-0.23503894825615596,-0.28559472171160405,-0.6087754922189466,-0.8138168126342538,-0.9128747814662023,0.011005447228279092,0.2826574252760922,True
17844,-0.5012917160087346,0.8646883247223842,-0.37756389895933007,0.1836401842954729,-0.6650553319179188,0.2034231277055472,-1.220154666356196,1.4944011582721644,-0.6392078486191528,False
43460,0.7994828893179257,-1.0039807453857896,-0.8045083225447728,-0.4392595511470575,-0.5503951751527375,0.9031579650496067,1.0769815508248888,-0.279321280937875,0.4946281390382856,True
8369,-0.5149374559315145,-0.3915730946868835,-0.2548616436652903,-0.35371663722927416,-0.5002459014339106,-0.04594814062742664,0.6471177483000208,-0.21632522827667355,1.515129477021329,False
15055,0.12190689434563431,-0.011339719567100268,-0.6479379565341359,-0.13553085451541647,-0.10298759248059615,1.0328344132960696,0.30926276419059157,-0.2383241458348288,-0.18865992071055915,False
6338,0.33097157776151875,0.9708670561376306,-0.21161290001831362,-0.4594176053594039,0.09632615236799277,-0.8003318639892916,-0.7923746247234804,-0.0895087411854989,0.29375041904930943,False
15301,-0.17014328621702457,-0.5023299803187963,-0.9024884269425094,0.0018957282527395057,-0.1656067692154375,0.660061617461428,0.7999267927707472,-0.5716081653398049,-0.4890383318368542,False
